InputID,TargetID,Distance
782,MCM,0.0120832747994
783,HGM,0.0205719516866
784,MCM,0.0112818322996
785,DIC,0.0012054880451
786,BJU,0.00225539495909
787,SJA,0.0123842811229
788,MCM,0.0193076399105
789,HGM,0.0207890446308
790,DIC,0.00415361739627
791,MCM,0.0162394432892
792,MCM,0.0217285960572
793,UAX,0.024862846782
794,CCA,0.0407544807353
795,UAX,0.0379671965982
796,DIC,0.0356669605515
797,IZT,0.0206692028459
798,HGM,0.0218458146037
799,MCM,0.0189626009666
800,UAX,0.0322535725397
801,MCM,0.00324730201153
802,MCM,0.0193002000296
803,MCM,0.00829780691559
804,SJA,0.0128995531396
805,IZT,0.0186565067671
806,MER,0.00443234907215
807,HGM,0.020936499618
808,BJU,0.0199377381779
809,MCM,0.00875894539579
810,CCA,0.0197176859979
811,HGM,0.0234621051474
812,UIZ,0.0335057510682
813,UIZ,0.0210544970081
814,NEZ,0.023048933809
815,DIC,0.00406674034086
816,SHA,0.0195288102561
817,UIZ,0.0204261592999
818,UIZ,0.0286720037671
819,NEZ,0.0672072697319
820,MCM,0.0165181329438
821,MCM,0.00665088148948
822,HGM,0.0213526814129
823,UIZ,0.0444337982834
824,HGM,0.0177044357878
825,HGM,0.0209463066635
826,MCM,0.00213940882022
827,HGM,0.0186049190538
828,UIZ,0.0192430157587
829,MCM,0.00548346161563
830,MCM,0.0189431500118
831,HGM,0.0194963566152
832,HGM,0.0159938837491
833,HGM,0.0208503469386
834,IZT,0.021413785504
835,HGM,0.021607852656
836,MCM,0.0189779419369
837,HGM,0.0143637598577
838,MCM,0.0112411705876
839,MCM,0.00957026211763
840,HGM,0.0212279471498
841,IBM,0.0191785399072
842,MCM,0.0103685132833
843,HGM,0.0287113443834
844,HGM,0.0210058764216
845,FAC,0.0356183000641
846,MCM,0.00375677228166
847,MCM,0.00351387852013
848,MCM,0.0193037726984
849,COY,0.0112619829178
850,BJU,0.0196160726443
851,SJA,0.00980582364947
852,SHA,0.0148673724945
853,MER,0.00682241534682
854,CCA,0.027986981606
855,MCM,0.0190139904344
856,UIZ,0.00993536491528
857,MCM,0.0140149809854
858,COR,0.0547604509935
859,MCM,0.0262130007214
860,HGM,0.0252385596093
861,HGM,0.0252310273903
862,MCM,0.015874183363
863,MGH,0.0183537777564
864,MCM,0.018980468349
865,HGM,0.0202099748676
866,UIZ,0.0140667491862
867,GAM,0.0266834787425
868,LPR,0.030279128802
869,BJU,0.0175950242668
870,MCM,0.0136154506719
871,MCM,0.0103456812545
872,MCM,0.0196766719287
873,MGH,0.0132887469469
874,MCM,0.0192924430905
875,MCM,0.00876045281265
876,HGM,0.01818856853
877,MCM,0.0243568493894
878,MCM,0.0224482267228
879,HGM,0.0147698661106
880,MCM,0.00377938315073
881,MGH,0.0165670132326
882,UAX,0.0379796689445
883,MCM,0.0189386317521
884,HGM,0.020848372864
885,HGM,0.0209570478837
886,LAA,0.0125591794198
887,MCM,0.0188600630671
888,IZT,0.0152153258161
889,HGM,0.0209558786263
890,MER,0.00646178132382
891,HGM,0.0260810524711
892,HGM,0.0218185154857
893,MCM,0.019283406266
894,BJU,0.00268546292674
895,TEC,0.014866284137
896,MCM,0.0164949340058
897,HGM,0.0211972044162
898,MCM,0.00375596238666
899,BJU,0.0231412184748
900,UIZ,0.0247911655736
901,MCM,0.00325335780388
902,MCM,0.0189439600258
903,MCM,0.0193058506341
904,BJU,0.0274599238512
905,MCM,0.0108645417179
906,DIC,0.0269438065832
907,BJU,0.027461186299
908,UAX,0.0291427929642
909,BJU,0.0205487565936
910,CAM,0.026729227617
911,HGM,0.0209571087474
912,DIC,0.0253548011993
913,HGM,0.00985480708647
914,HGM,0.00983027079281
915,MCM,0.0234983401271
916,COY,0.00834112139387
917,HGM,0.0209093914471
918,NEZ,0.013395976279
919,HGM,0.0218233343042
920,HGM,0.0209283254231
921,MCM,0.00378705344798
922,MER,0.00842017566088
923,MER,0.0131332313834
924,COY,0.019686553072
925,DIC,0.0233786039229
926,BJU,0.0254559193111
927,MCM,0.00867765531949
928,MCM,0.0167136975302
929,MCM,0.00894067871222
930,HGM,0.0209923929846
931,MCM,0.0165774975385
932,MCM,0.0184152980581
933,LAA,0.0107290392186
934,HGM,0.0186194531609
935,MCM,0.0030978028843
936,UAX,0.0179260892769
937,BJU,0.00242861940905
938,MCM,0.00252160449909
939,MCM,0.0213944196186
940,BJU,0.0141911022449
941,MCM,0.0193052378301
942,MCM,0.00103886623295
943,MCM,0.0160018802958
944,UAX,0.0179145623848
945,UAX,0.0291725901644
946,MCM,0.0103697517039
947,MCM,0.00318179778371
948,MCM,0.0283248604057
949,MCM,0.0240394077697
950,MCM,0.00281503428222
951,BJU,0.0192101491533
952,MCM,0.024068680342
953,HGM,0.0201358513799
954,MCM,0.0193668593468
955,MCM,0.0144620613731
956,HGM,0.0177192040886
957,MCM,0.0115903951039
958,HGM,0.0180154941162
959,MER,0.00774916334099
960,SFE,0.0109693775735
961,MCM,0.0105158052901
962,MCM,0.00320865625493
963,HGM,0.0252241468484
964,UAX,0.0341021062588
965,SJA,0.00951540665153
966,IZT,0.0146282975518
967,MER,0.0258319739253
968,COY,0.0240301582493
969,COR,0.0323876148789
970,MCM,0.0134311136161
971,HGM,0.0238839046657
972,MCM,0.0223754881675
973,BJU,0.0228692177778
974,MCM,0.0103590010272
975,HGM,0.0204793573227
976,HGM,0.0194638215131
977,LAA,0.0240288829421
